gambar,kota,lokasi,nama_wisata,deskripsi,rating,ulasan,harga_asli,harga_diskon,cluster,label
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/9228289363352/Rafting-tickets-on-the-Ayung-River-Ubud-0e62fec0-39d9-41d3-8a9a-ca2958a7e5a1.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Ubud, Gianyar","Rafting tickets on the Ayung River, Ubud","Bergabunglah bersama kami, pagi atau sore hari dan cobalah arung jeram terbaik di Sungai Ayung yang terkenal. Arung jeram Ubud (Bali River Rafting) memiliki dasar berpasir. Dan ada sangat sedikit batu besar karena aliran lava. Sungai Ayung sendiri menyuguhkan banyak pemandangan indah seperti: air terjun dan, pahatan relief di tebing. Sungai ini sangat bagus untuk peserta pemula dan keluarga. Bali Ubud Tour mengutamakan keselamatan anda saat melakukan aktivitas tersebut. Kegiatan kami meliputi asuransi, dan tentu saja karyawan kami ahli dan tahu tentang situasi sungai, dan tahu tentang pengetahuan arung jeram. Durasi untuk melakukan arung jeram di Sungai Ayung kurang lebih 1,5 hingga 2 jam. Paket ini sudah termasuk makan siang.",10.0,3 reviews,500000,300000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/5862481104537/Nusa-Penida-Tour-by-Bali-Best-Adventure--04a8d636-6360-4eed-a319-6642aee4328f.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Sanur, Sanur",Nusa Penida Tour by Bali Best Adventure,"Jelajahi keindahan Nusa Penida secara menyeluruh dalam satu hari. Kunjungi tempat-tempat wisata seperti Klingking Beach, Atuh Beach, Tree House, Raja Lima, dan lokasi menarik lainnya. Dapatkan layanan istimewa dari sopir kami yang juga berperan sebagai pemandu dan fotografer, sehingga Anda dapat menangkap setiap momen menarik dalam foto yang Instagrammable.",0.0,0 reviews,175000,115000,2,Wisata Pantai
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/4046532823497/Ubud-Kecak-Fire-Dance-Show-at-Puri-peliatan-Ubud-8b3d3d30-deaa-406b-8332-eb2e43cccc62.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Ubud, Gianyar",Ubud Kecak & Fire Dance Show at Puri peliatan Ubud,"Saksikan pertunjukan tari yang memukau selama 1 jam dengan lebih dari 20 peserta, menampilkan elemen cerita Ramayana. Nikmati perpaduan tari yang khas dengan suasana budaya dan seni dari ukiran istana. Jangan lewatkan pertunjukan tari Kecak dan tari api di Puri Ubud Peliatan, dan buat momen ini menjadi yang terindah dalam liburan Anda sambil menikmati atmosfer budaya dan pesona Ubud, Bali.",10.0,1 review,100000,95000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/9347000708629/Nusa-Penida-Bali-Adventure-Tour---1-Hari-c7244d3c-c9dd-471d-aae8-ae9c38269d81.png?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Nusa Penida, Klungkung",Nusa Penida Bali Adventure Tour - 1 Day,"Jelajahi keindahan Pulau Nusa Penida dalam satu hari dengan tur luar biasa kami! Kunjungi destinasi ikonik seperti Kelingking Beach, Angel's Billabong, Broken Beach, dan Crystal Bay, yang akan memukau Anda dengan panorama alamnya yang menawan.",0.0,0 reviews,250000,110000,2,Wisata Pantai
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/9774616687217/Boat-Transportation-from-Jimbaran-to-Canggu-by-Go-Boat-04fe9641-6407-4705-897f-32abfa858fc7.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Jimbaran, Badung Regency",Boat Transportation from Jimbaran to Canggu by Go Boat,"Nikmati perjalanan laut yang menarik dari Jimbaran ke Uluwatu dengan menggunakan kapal Go Boat yang nyaman. Hindari kemacetan di jalan dan rasakan sensasi santai saat berlayar. Kapal-kapal Go Boat dilengkapi dengan fasilitas keselamatan yang diperlukan untuk menjamin keamanan dan kesenangan selama perjalanan. Pengalaman tak terlupakan ini akan memberikan sensasi petualangan yang menarik selama liburan Anda di Bali. Selama perjalanan, Anda akan disuguhkan panorama menakjubkan dari tebing curam, teluk tersembunyi, dan air jernih yang memukau. Pilihlah kenyamanan dan kecepatan layanan transportasi Go Boat untuk menghindari kerumitan perjalanan di jalan raya, sehingga Anda dapat menikmati perjalanan yang tenang di atas air. Go Boat sangat memperhatikan keselamatan dan kenyamanan penumpang, menjamin perjalanan yang lancar dan menyenangkan di atas kapal modern yang dilengkapi dengan fasilitas penting. Petualangan kapal yang unik ini menawarkan pengalaman baru dan menarik di pesisir Bali, menambah elemen kegembiraan pada liburan Anda.",0.0,0 reviews,247250,215000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/8903875910218/Boat-Transfer-from-Uluwatu-to-Jimbaran-by-GoBoat.id-0dd7a8f9-56b0-411b-93d9-d1268b5c6c4a.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Canggu, Badung Regency",Boat Transportation from Canggu to Jimbaran by Go Boat,"Nikmati pengalaman seru perjalanan laut dari Canggu ke Jimbaran dengan kapal nyaman bersama Go Boat, solusi ideal untuk menghindari kemacetan dan menikmati perjalanan santai di atas air. Selama perjalanan, Anda akan disuguhkan panorama menakjubkan pesisir Bali, mulai dari tebing curam, teluk-teluk tersembunyi, hingga air laut yang jernih, terutama saat melewati rute dari Uluwatu ke Jimbaran. Go Boat menghadirkan transportasi cepat dan praktis dengan perhatian khusus pada keselamatan dan kenyamanan penumpang, menggunakan kapal modern yang dilengkapi fasilitas penting. Petualangan laut yang unik ini akan memberikan sensasi liburan berbeda yang menyenangkan dan menambah keseruan selama Anda berada di Bali.",0.0,0 reviews,185000,175750,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/6827192766214/Batur-Sunrise-Jeep-Tour-f82ff65b-352d-4415-b01f-2bb75919e3da.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Kintamani, Bangli",Batur Sunrise Jeep Tour,"Rasakan pengalaman seru berkeliling lava hitam di sekitar Gunung Batur dengan jeep dalam petualangan seru yang dimulai pukul 05.00 pagi. Perjalanan dimulai dengan menikmati keindahan matahari terbit dari sunrise point, dilanjutkan dengan eksplorasi area lava hitam dan pasir hitam yang memukau di sekitar Gunung Batur. Nikmati berbagai spot foto menarik sambil melepaskan penat dan mencoba pengalaman baru yang tak terlupakan. Dengan dukungan pengemudi jeep berpengalaman, perjalanan ini dijamin aman dan menyenangkan. Lokasi yang mudah dijangkau dari Denpasar, Kuta, dan Bali Selatan hanya membutuhkan waktu tempuh sekitar 1,5 jam. Kami juga menyediakan layanan penjemputan dengan harga bervariasi tergantung lokasi Anda menginap: Ubud Rp 450.000, Kuta/Seminyak/Canggu Rp 550.000, Nusa Dua/Jimbaran Rp 600.000, dan Uluwatu Rp 700.000. Ayo bergabung dan rasakan sensasi berbeda di Gunung Batur!",9.5,2 reviews,250000,212500,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/8749391556707/Shichirin-Canggu-Japanese-Teppanyaki-Berawa-By-The-Wonderspace-3d03339a-4f18-4783-a7e0-a3bfa11dfbeb.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Canggu, Badung Regency","Shichirin Canggu, Japanese Teppanyaki Berawa By The Wonderspace","Rasakan perjalanan kuliner baru yang seru dan memikat di Shichirin, restoran Konro Grill khas Jepang yang berlokasi di pusat Ubud. Shichirin menyajikan hidangan BBQ Jepang kasual dengan pilihan daging premium yang dipanggang langsung di atas meja, memberikan pengalaman memasak yang unik dan menyenangkan bagi setiap tamu. Nikmati kelezatan kuliner Jepang berkualitas tinggi yang disiapkan dengan penuh semangat oleh koki profesional kami, menjadikan setiap sajian sebagai kenikmatan istimewa yang tak terlupakan.",9.0,2 reviews,379500,330000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/5909643175573/Bayu-Suta-Water-Sports-f2b09976-4dba-4fa2-a28f-2ac31cca7fd3.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Tanjung Benoa, Badung Regency",Bayu Suta Water Sports,"Bayu Suta Watersport adalah penyedia layanan olahraga air yang terletak di kawasan wisata pantai Bali, menawarkan beragam aktivitas seru seperti jet ski, parasailing, banana boat, snorkeling, dan diving yang cocok bagi wisatawan pencinta petualangan laut. Dipandu oleh instruktur berpengalaman dan didukung oleh peralatan yang memenuhi standar keselamatan, setiap pengunjung dapat menikmati pengalaman olahraga air dengan aman dan menyenangkan. Dengan pilihan aktivitas yang beragam untuk berbagai minat, serta lokasi strategis di tepi pantai dengan pemandangan laut yang indah, Bayu Suta Watersport menjadi destinasi favorit bagi yang ingin merasakan keseruan olahraga air di Bali.",0.0,0 reviews,650000,552500,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/5725601937421/Ubud-ATV-Xperience-by-ATV-Ride-Bali-4b51be01-9268-4122-a8cb-7283ef651a2f.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Sukawati, Gianyar",Ubud ATV Xperience by ATV Ride Bali,"Rasakan sensasi menegangkan dan lonjakan adrenalin selama 1,5 jam dalam petualangan seru mengendarai motor ATV roda empat melewati hamparan sawah, sungai, goa, desa, dan pepohonan hijau yang rimbun—pengalaman tak terlupakan saat liburan di Pulau Dewata. Dengan trek pribadi yang aman dan nyaman, aktivitas ini sangat cocok bagi para petualang sejati. Hanya 25 menit dari Sanur dan 15 menit ke pusat Ubud, Anda juga akan mendapatkan foto terbaik di berbagai spot seperti sungai, goa, dan air terjun. Tidak perlu khawatir soal keamanan, karena Anda akan ditemani pemandu profesional dan dilengkapi perlengkapan keselamatan lengkap. Kami juga menyediakan harga dan pelayanan terbaik untuk memastikan pengalaman yang menyenangkan dan tak terlupakan.",0.0,0 reviews,750000,350000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/5033561893607/Svaha-Spa-Sanur-by-Wonderspace---Journey-To-Revitalize-Body-And-Soul-36229f6c-5ed1-4792-9e10-2a186757f776.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Sanur, Sanur",Svaha Spa Sanur by Wonderspace - Journey To Revitalize Body And Soul,"Svaha Spa Sanur, bagian dari brand ternama Svaha Spa, berlokasi di kawasan indah Sanur dengan pemandangan laut yang memukau, menawarkan pelarian tenang untuk melepas penat dan menikmati ketenangan alami. Di sini, Anda dapat merasakan pijat khas Bali yang menenangkan, merelaksasi otot, dan menyegarkan tubuh. Tersedia berbagai pilihan perawatan yang memanjakan, termasuk mandi mewah dengan buah atau bunga yang dapat mempercantik kulit secara alami. Semua perawatan dilakukan oleh terapis profesional yang berpengalaman dan disesuaikan dengan kebutuhan tubuh Anda, memberikan pengalaman spa yang istimewa dan menyeluruh.",0.0,0 reviews,382950,333000,3,Spa dan Perawatan
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/8768790523790/Bali-Doll-House---Museum-Boneka--72e47cf4-d415-4c3f-b877-4fb100f0283d.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Ketewel, Gianyar",Bali Doll House - Museum Boneka,"Bali Doll House merupakan museum boneka pertama di Indonesia dan satu-satunya di Bali, menghadirkan lebih dari 1000 boneka dari seluruh dunia yang terbagi dalam 12 ruangan tematik seperti Nusantara, Continental, Celebrity, Public Figure, Movie, dan Kids Chamber. Pengunjung akan ditemani host profesional selama tur untuk mengenal lebih dalam sejarah tiap boneka. Tak hanya itu, Bali Doll House juga menawarkan pengalaman unik dengan boneka Augmented Reality (AR) dan film pendek, serta area selfie menarik seperti BOP Food Court, Fairy Tale Stage, dan Betty Boop di lantai dua dengan pemandangan pantai. Di luar museum, tersedia Thematic Food Court dan area Sands Box yang cocok untuk bersantai maupun bermain pasir bersama anak-anak. Sebagai penutup kunjungan yang menyenangkan, Clown Gift Shop siap memanjakan Anda dengan beragam suvenir, makanan, dan minuman untuk melengkapi momen bahagia bersama keluarga, teman, maupun pasangan di Bali Doll House.",0.0,0 reviews,77000,65450,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/5850477483331/Private-Tour-Full-Day-Pandawa-Uluwatu-Kecak-Dance-Performance-bbf460f9-cfcd-4541-a50a-1cbda1ceb1ff.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Kuta, Kuta",Private Tour Full Day Pandawa Uluwatu Kecak Dance Performance,"Tur ke kawasan Nusa Dua, Uluwatu, Jimbaran, dan Kuta menawarkan kombinasi sempurna antara keindahan alam, kekayaan budaya Bali, serta wisata pantai yang memikat. Anda akan menikmati pemandangan spektakuler mulai dari pantai berpasir putih di Nusa Dua hingga tebing dramatis di Uluwatu, termasuk menikmati matahari terbenam yang menakjubkan di Uluwatu dan Kuta. Di Nusa Dua, Anda dapat bersantai di pantai, bermain olahraga air, mengunjungi patung Garuda Wisnu Kencana, serta merasakan pengalaman budaya lewat Museum Pasifika atau pertunjukan tari tradisional. Di Uluwatu, selain mengagumi keindahan Pura Luhur di tepi tebing, Anda juga akan menyaksikan tari Kecak dengan latar matahari terbenam yang memukau. Perjalanan berlanjut ke Jimbaran, tempat ideal untuk menikmati makan malam romantis di tepi pantai dengan sajian seafood segar langsung dari nelayan setempat. Terakhir, tur ditutup di Kuta, pusat hiburan Bali yang menawarkan pantai ideal untuk berselancar, belanja oleh-oleh, dan menikmati kehidupan malam yang meriah. Dengan beragam aktivitas mulai dari relaksasi, petualangan, hingga eksplorasi budaya, tur ini cocok untuk semua jenis wisatawan.",0.0,0 reviews,238095,150000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/4689771785351/Sentosa-Seafood-Serangan-Bali-aeb33d44-1493-468f-8805-0a63cc8c8f09.png?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"South Denpasar, Denpasar",Sentosa Seafood Serangan Bali,"Sentosa Seafood Serangan Bali menghadirkan pengalaman kuliner laut yang autentik di tengah ketenangan pulau Bali. Terletak di kawasan pesisir yang memesona, restoran ini menawarkan sajian laut segar yang diolah oleh chef profesional dengan penuh keahlian dan rasa cinta terhadap cita rasa lokal. Mulai dari ikan bakar yang menggoda hingga udang segar yang lembut, setiap hidangan merupakan perpaduan rasa laut yang nikmat dan berkualitas tinggi.",0.0,0 reviews,161000,140000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/7225017144843/Dine-While-Enjoying-the-View-of-Subak-at-CataVaca-Jatiluwih--159ccf34-505e-4eea-be8b-b822695913ad.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Jatiluwih, Tabanan",Dine While Enjoying the View of Subak at CataVaca Jatiluwih,"CataVaca Jatiluwih menghadirkan pengalaman bersantap yang tak terlupakan di tengah panorama alam ikonik Bali. Terletak di kawasan persawahan Jatiluwih yang telah diakui sebagai Warisan Dunia UNESCO, restoran ini menjadi tempat sempurna untuk menikmati makan siang spesial sambil memandangi hamparan Subak yang memukau.",10.0,1 review,94259,70700,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/7495850207252/Tea-Time-Buffet-Lunch-with-Mount-Batur-View-at-La-Vista-Coffee-39dd0e13-5273-45af-b8ef-3a97be00f166.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Kintamani, Bangli",Tea Time & Buffet Lunch with Mount Batur View at La Vista Coffee,"Di CataVaca Jatiluwih, nikmati menu spesial untuk makan siang sambil menikmati pemandangan ikonik Bali yang menakjubkan. Restoran ini menyajikan pengalaman gastronomi yang luar biasa, di mana setiap hidangan dipadukan dengan pemandangan alam Subak yang memukau. Nikmati keindahan alam Bali yang mempesona sambil mencicipi makanan yang kaya rasa, menjadikan pengalaman makan Anda lebih istimewa.",0.0,0 reviews,138666,110940,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/9706342714413/Paket-Wisata-Bedugul-dan-Tanah-Lot-%2528-Private-Tour-%2529-12-Jam--5289bb8f-3833-40ba-a8c9-8bcc95e7051e.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Bedugul, Tabanan",Paket Wisata Bedugul dan Tanah Lot ( Private Tour ) 12 Jam,"Nikmati pengalaman wisata sehari penuh dengan paket tour Bedugul yang menawarkan perjalanan seru mengunjungi beberapa landmark ikonik Bali. Dimulai dengan mengunjungi Pura Ulun Danu, sebuah pura yang terletak di tepi Danau Beratan Bedugul yang mempesona dengan keindahannya, cocok untuk berfoto dengan latar belakang pemandangan alam yang menakjubkan. Selanjutnya, nikmati pemandangan indah di Wanagiri Hills, tempat yang menawarkan panorama alam yang menakjubkan. Lalu, singgah di Handara Gate, spot foto Instagram yang sedang tren dengan gerbang yang indah dikelilingi oleh pemandangan hijau yang memukau. Terakhir, kunjungi Pura Tanah Lot, sebuah pura yang terletak di atas batu karang di tengah laut, dan saksikan pemandangan matahari terbenam yang memukau. Paket tour ini sudah termasuk layanan antar-jemput hotel dengan driver pribadi, memberikan kenyamanan dan kemudahan selama perjalanan Anda.",0.0,0 reviews,650000,585000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/7665080880288/Ubud-ATV-Single-Tandem-Ride-Adventure-By-Tiket-Penida-08f267ae-8abe-480d-932e-9d548c1da076.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Sukawati, Gianyar",Ubud : ATV Single & Tandem Ride Adventure By Tiket Penida,"Nikmati petualangan seru dan adrenalin yang akan menguji keberanian Anda dengan melintasi jalur-jalur menantang menggunakan ATV 4 roda. Dalam perjalanan selama 1,5 jam, Anda akan melewati sawah, sungai, gua, dan pepohonan hijau yang indah, menciptakan kenangan tak terlupakan selama liburan Anda di Pulau Dewata. Jalur yang menantang ini sangat cocok untuk para petualang dan pecinta alam. Tidak perlu khawatir tentang keselamatan, karena Anda akan dibimbing oleh pemandu profesional dan dilengkapi dengan peralatan keselamatan yang lengkap. Dengan harga yang kompetitif, Anda akan mendapatkan pengalaman terbaik dalam petualangan ini.",10.0,1 review,300000,150000,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/4755956074846/Sunrise-Yoga-and-Meditation-in-Nature-Ubud-Asri-%2528outdoor%2529-d0a86710-2366-444d-8e04-34205ddac085.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Sebatu, Gianyar",Sunrise Yoga and Meditation in Nature Ubud Asri (outdoor),"Temukan keseimbangan pikiran, tubuh, dan emosi dengan mengikuti kelas yoga yang memadukan keindahan alam Ubud Bali. Kelas ini terbuka untuk umum, tanpa memandang usia, tingkat keterampilan, atau latar belakang, dan dipandu oleh instruktur yoga bersertifikat. Jika Anda merasa lelah dan stres karena rutinitas sehari-hari, ini saat yang tepat untuk merawat tubuh dan jiwa melalui yoga. Bedanya, kelas yoga kali ini diadakan di luar ruangan, dengan pemandangan hutan dan sawah terasering yang memukau, serta diiringi oleh suara alam seperti kicauan burung dan suara alam lainnya, karena alam adalah penyembuh terbaik. Nikmati sensasi menyehatkan tubuh dan pikiran Anda dalam suasana yang tenang dan alami.",10.0,1 review,150000,127500,4,Layanan Wisata
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/2000118572931/ZAP-Clinic-Bali-cff6bc95-6728-4430-b151-94e00bbf6685.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Legian, Kuta",ZAP Clinic Bali,"Manjakan diri Anda dengan perawatan kecantikan berkualitas di ZAP. Pilih dari berbagai perawatan yang menggunakan peralatan canggih, dan nikmati perawatan yang ditangani langsung oleh para ahli kecantikan profesional. Rasakan kenyamanan di klinik yang bersih dan nyaman, sempurna untuk relaksasi setelah minggu yang panjang dan melelahkan. Temukan solusi untuk berbagai masalah kulit atau coba perawatan kecantikan yang efektif, semuanya menggunakan teknologi terbaru dan bahan-bahan pilihan untuk hasil yang maksimal. Percayakan semua kebutuhan kecantikan Anda di tangan para ahli yang akan memberikan perawatan terbaik di ZAP!",10.0,345 reviews,5750000,5000000,0,Klinik Kecantikan
"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/2001882506604/Mason-Jungle-Buggies-by-Mason-Adventures-Bali-374fce6c-bd06-444d-8712-dc88a116d42c.jpeg?_src=imagekit&tr=c-at_max,h-200,q-60,w-540",Bali,"Taro, Gianyar",Mason Jungle Buggies by Mason Adventures Bali,"Siap memulai petualangan seru? Mulailah perjalanan Anda di jalur ATV pertama dan satu-satunya yang dibangun khusus di Bali! Menyusuri 4,5 km jalur yang menantang, kursus baru ini dirancang untuk para pencari petualangan yang ingin merasakan pengalaman mengemudi yang mendebarkan dan intens, tak seperti yang lain di pulau ini. Dengan menggunakan Polaris Buggies, Anda dapat memilih antara model ACE dengan kursi tunggal atau RZR model dengan kursi ganda untuk berkeliling bersama teman atau pemandu. Anda juga dapat menentukan jumlah putaran yang ingin diselesaikan. Jalur yang menantang ini akan membuat Anda merasa seperti pembalap reli, menguji keterampilan mengemudi Anda dan membuat Anda ingin kembali lagi! Setelah puas menjelajah, Anda bisa mampir ke Mason Gourmet Chocolate Factory Showroom untuk menikmati cokelat lezat yang dibuat dengan tangan ahli.",9.5,8 reviews,851000,740000,4,Layanan Wisata
